DRG,costweight_16,cost_16,costweight_17,cost_17,costweight_18,cost_18,costweight_19,cost_19,costweight_20,cost_20,ave_charge_16,ave_charge_17,ave_charge_18,ave_charge_19,ave_charge_20,private_16,paed_16,private_17,paed_17,private_18,paed_18,private_19,paed_19,private_20,paed_20
801A,9.04,"47,003",9.84,"50,874",9.97,"48,714",10.28,"51,670",9.84,"52,477",24788.02,25322.82,27190.48,27317.91,28714.8,0.15,1.77,0.14,1.58,0.13,1.42,0.18,1.29,0.13,1.47
801B,3.87,"20,121",4.14,"21,425",4.34,"21,214",4.19,"21,077",4.27,"22,805",11826.11,12428.45,14594.08,14356.59,15420.61,0.18,1.31,0.17,0.85,0.18,0.92,0.15,1,0.21,0.95
801C,1.05,"5,480",1.56,"8,053",1.69,"8,276",1.73,"8,682",1.83,"9,752",4241.02,4092.92,5933.6,5867.12,6560.32,0.3,1.15,0.13,0.8,0.18,0.84,0.22,1,0.22,1
960Z,1.69,"8,792",3.16,"16,316",1.21,"5,905",0.72,"3,645",1.38,"7,347",1447.92,685.17,2935.11,3187.11,3824.94,,,,,,,,,,
961Z,0.65,"3,363",1.30,"6,709",0.66,"3,207",0.39,"1,968",0.30,"1,621",2226.92,1380.47,9265.23,2697.25,3413.98,,,,,,,,,,
963Z,1.05,"5,456",0.39,"2,010",,,0.89,"4,480",0.39,"2,095",0,,,,,,,,,,,,,,
A01Z,28.17,"146,458",,,,,,,,,,,,,,0.11,1.1,0.1,1.11,0.12,1.06,,,,
A03Z,31.99,"166,309",,,,,,,,,,,,,,0.11,1,0.1,1,0.12,1,,,,
A05Z,32.69,"169,953",,,,,,,,,,,,,,0.11,1,0.1,1,0.12,1,,,,
A06A,43.03,"223,719",,,,,,,,,122701.19,120643,,,,0.1,1,0.09,1.19,0.12,1.16,,,,
A06B,25.04,"130,159",,,,,,,,,81329.87,85845.76,,,,0.14,1.38,0.12,1,0.12,1.07,,,,
A06C,14.42,"74,993",,,,,,,,,57391.44,58399.03,,,,0.11,1.24,0.11,1,0.15,1.05,,,,
A07A,29.39,"152,812",,,,,,,,,,,,,,0.07,1,0.06,2,0.06,1.98,,,,
A07B,10.44,"54,293",,,,,,,,,,,,,,0.05,1,0.06,1,0.05,1,,,,
A08A,9.63,"50,052",,,,,,,,,31597.06,30018.7,,,,0.1,1.84,0.1,1.71,0.09,1.87,,,,
A08B,1.84,"9,541",,,,,,,,,7297.93,6359.33,,,,0.08,0.88,0.09,1,0.08,1,,,,
A09A,11.36,"59,057",,,,,,,,,,,,,,0.09,1.06,0.1,1.08,0.09,1.08,,,,
A09B,7.81,"40,580",,,,,,,,,19934.4,17018.09,,,,0.07,1,0.06,1,0.08,1,,,,
A10Z,81.15,"421,876",,,,,,,,,,,,,,0.11,1,0.1,1,0.12,1,,,,
A11A,9.86,"51,255",,,,,,,,,21797.27,28057.71,,,,0.11,1,0.1,1,0.12,1,,,,
A11B,4.44,"23,104",,,,,,,,,18875.53,22186.69,,,,0.11,1,0.1,1,0.12,1,,,,
A12Z,4.99,"25,950",,,,,,,,,28159.73,30184.12,,,,0.3,1,0.1,1,0.59,1,,,,
A13A,,,55.79,"288,518",66.28,"323,791",69.41,"348,923",68.58,"365,876",,,156842.38,164772.11,194709.41,,,,,,,0.11,1.48,0.12,1.55
A13B,,,34.41,"177,927",42.59,"208,049",44.24,"222,386",43.58,"232,516",,,114595.18,125023.64,152508.03,,,,,,,0.13,1,0.11,1
A14A,,,31.29,"161,815",31.83,"155,509",31.02,"155,963",30.65,"163,527",,,102185.19,100284.14,95864.57,,,,,,,0.15,1.2,0.13,1.2
A14B,,,19.20,"99,284",19.80,"96,731",19.56,"98,349",19.44,"103,726",,,76798.8,76802.91,75790.81,,,,,,,0.13,1.13,0.12,1.08
A14C,,,13.29,"68,735",14.29,"69,820",13.47,"67,694",13.96,"74,453",,,62923.85,63584.32,61641.88,,,,,,,0.12,1,0.12,1
A15A,,,22.81,"117,967",24.93,"121,811",24.11,"121,187",24.12,"128,675",,,69407.3,61349.47,54343.56,,,,,,,0.17,1,0.14,1
A15B,,,13.49,"69,777",14.82,"72,404",14.97,"75,275",14.47,"77,207",,,38279.05,41267.55,45678.44,,,,,,,0.2,1,0.16,1
A15C,,,7.66,"39,606",9.24,"45,150",9.14,"45,948",9.08,"48,432",,,32978.88,37074.36,29526.86,,,,,,,0.13,1,0.13,1
A40A,54.54,"283,543",,,,,,,,,,,,,,0.15,1,0.17,1.26,0.17,1.38,,,,
A40B,20.62,"107,227",,,,,,,,,46071.76,,,,,0.15,1.44,0.17,1,0.17,1.37,,,,
A40Z,,,36.38,"188,113",37.57,"183,540",38.12,"191,621",38.87,"207,356",,,49188.47,73301.69,41430.07,,,,,,,0.13,2,0.17,2
B01A,5.46,"28,379",,,,,,,,,,12613.78,,,,0.21,0.89,0.15,0.83,0.22,0.8,,,,
B01B,2.74,"14,230",,,,,,,,,10418.84,9958.64,,,,0.2,0.92,0.17,0.9,0.22,0.92,,,,
B01Z,,,3.41,"17,660",3.61,"17,613",3.66,"18,395",3.55,"18,919",,,12162.9,12026.05,11378.18,,,,,,,0.22,0.84,0.16,0.87
B02A,12.87,"66,936",12.53,"64,776",15.19,"74,229",15.19,"76,376",14.85,"79,226",39385.33,38715.31,43542.89,44070.88,44428.6,0.19,1,0.18,1.16,0.2,1.22,0.18,1.33,0.17,1.32
B02B,6.28,"32,628",5.97,"30,852",7.56,"36,920",7.48,"37,590",7.32,"39,064",23651.49,24178.01,29109.43,29462.86,29926.45,0.2,1.54,0.21,1.07,0.24,1.09,0.24,1.1,0.21,1.11
B02C,4.28,"22,254",4.30,"22,255",4.80,"23,459",4.81,"24,187",4.76,"25,374",17788.65,17801.08,18680.56,18798.67,19293.48,0.24,1,0.24,0.93,0.27,0.93,0.26,0.94,0.25,0.93
B03A,6.41,"33,337",9.61,"49,682",13.27,"64,851",13.73,"69,022",13.72,"73,218",21462.22,21879.93,29804.48,28248.4,41582.4,0.18,1.06,0.19,1.11,0.25,1.11,0.21,1.08,0.16,1
B03B,3.48,"18,111",4.61,"23,828",6.17,"30,142",6.40,"32,196",6.53,"34,838",14797.56,15288.4,18655.29,19427.07,21649.75,0.32,1.17,0.31,1,0.23,1,0.29,1,0.23,1
B03C,2.43,"12,635",2.86,"14,810",3.18,"15,522",3.08,"15,490",3.22,"17,182",10460.14,9756.14,14730.02,15267.9,15830.4,,,0.31,1,0.28,1,0.3,1,0.32,1
B04A,6.97,"36,260",7.12,"36,843",7.77,"37,952",7.47,"37,564",7.99,"42,642",19102.43,18964.73,21526.28,21914.22,26961.48,0.22,1,0.16,1,0.13,1,0.19,1,0.18,1
B04B,4.33,"22,515",4.56,"23,583",5.32,"25,974",5.12,"25,742",5.04,"26,893",13270.9,13346.36,15451.78,14104.95,15407.93,0.24,1,0.15,1,0.23,1,0.16,1,0.18,1
B04C,2.69,"13,965",3.02,"15,623",3.36,"16,434",3.27,"16,439",3.51,"18,714",9690.75,10180.19,10329.82,10989.77,11052.72,,,0.15,1,0.21,1,0.22,1,0.2,1
B05Z,0.44,"2,289",0.46,"2,377",0.52,"2,524",0.52,"2,604",0.53,"2,840",1429.79,1440.86,1510.23,1542.58,1539.76,0.25,1,0.26,1,0.26,1,0.3,1,0.28,1
B06A,5.49,"28,551",5.88,"30,423",6.56,"32,048",7.65,"38,468",8.02,"42,806",11391.14,13822.15,12647.26,11217.01,18008.93,0.15,1,0.16,0.8,0.15,0.8,0.12,0.8,0.12,0.8
B06B,2.95,"15,313",2.84,"14,694",2.89,"14,126",2.77,"13,911",3.33,"17,761",6167.75,6685.7,7963.9,6437.98,6389.01,0.14,1.77,0.09,0.86,0.17,0.88,0.15,0.88,0.16,0.84
B06C,0.92,"4,795",0.98,"5,086",1.15,"5,622",1.17,"5,906",1.20,"6,421",2269.82,2328.28,2507.02,2620.73,2572.85,0.16,1,0.24,1.71,0.21,1.7,0.23,1.66,0.19,1.57
B07A,4.27,"22,187",4.22,"21,811",3.97,"19,418",4.33,"21,763",4.22,"22,497",12375.02,12788.54,15152.87,13152.31,14371.17,0.16,1,0.14,1,0.13,1.06,0.17,1,0.14,1
B07B,1.22,"6,359",1.21,"6,252",1.20,"5,866",1.21,"6,105",1.23,"6,558",2932.87,3056.06,3181.75,3185.44,3418.78,0.19,1.22,0.16,1.1,0.17,1.12,0.19,1.13,0.19,1.19
B40Z,0.28,"1,446",0.25,"1,316",0.25,"1,211",0.29,"1,477",0.24,"1,272",527.1,183.36,,761.7,608.04,0.13,1,0.15,1.55,0.12,1,0.12,1,0.09,1
B41A,,,2.70,"13,975",2.72,"13,291",3.06,"15,363",3.05,"16,290",,,4292.2,,,,,,,,,0.17,1.48,0.13,1.35
B41B,,,1.54,"7,982",1.73,"8,456",1.61,"8,097",1.80,"9,584",,,2541.43,2612.51,2716.65,,,,,,,0.15,0.92,0.12,0.8
B41Z,1.62,"8,411",,,,,,,,,3146.83,1470.81,,,,0.08,0.84,0.14,0.84,0.16,0.8,,,,
B42A,8.19,"42,562",10.21,"52,785",11.47,"56,049",10.93,"54,930",11.47,"61,189",26945.99,19799.9,26540.7,,,0.1,1.13,0.08,1.35,0.08,1.31,0.07,1,0.09,1
B42B,4.33,"22,523",6.47,"33,477",6.93,"33,878",6.41,"32,238",6.96,"37,121",14920.54,11287.81,22707.43,22574.3,,0.1,1.54,0.11,1.6,0.11,1.6,0.11,1.4,0.1,1.45
B42C,,,4.25,"21,960",4.08,"19,939",3.99,"20,071",3.91,"20,851",,,,,,,,,,,,0.1,1,0.1,1
B60A,11.07,"57,573",,,,,,,,,18573.73,29836.74,,,,0.11,1,0.1,1,0.14,1,,,,
B60B,4.30,"22,339",,,,,,,,,3327.69,7740.51,,,,0.11,1,0.1,1,0.14,1,,,,
B61A,6.18,"32,115",,,,,,,,,12839.2,12581.22,,,,0.18,1,0.12,1,0.2,1,,,,
B61B,2.43,"12,637",,,,,,,,,5226.9,5448.19,,,,0.18,1,0.17,1,0.15,0.91,,,,
B62Z,0.31,"1,608",0.42,"2,192",0.42,"2,051",0.44,"2,219",0.41,"2,183",,,,,,0.11,1,0.06,1.05,0.02,1.2,0.07,1.19,0.06,1
B63A,3.19,"16,596",3.08,"15,906",2.78,"13,597",2.82,"14,199",2.88,"15,338",9649.06,11002.31,10653.61,11274.3,10282.01,,,0.04,1,0.05,1,0.04,1,0.05,1
B63B,1.53,"7,973",1.51,"7,827",1.36,"6,648",1.33,"6,667",1.40,"7,469",3239.01,3549.85,4376.97,4754.07,5309.12,,,0.04,1,0.05,1,0.05,1,0.06,1
B63Z,,,,,,,,,,,,,,,,0.05,1,,,,,,,,
B64A,2.20,"11,462",2.18,"11,286",2.42,"11,799",2.45,"12,300",2.56,"13,650",7256.06,7296.46,8349.1,7631.69,8128.78,0.09,1,0.08,1,0.09,1,0.08,1,0.09,1
B64B,0.80,"4,156",0.76,"3,940",0.96,"4,673",0.98,"4,930",1.01,"5,404",4954.49,4374.62,4306.31,4628.22,6063.07,0.09,1.11,0.11,1,0.11,1,0.13,1,0.12,1
B65A,1.61,"8,381",,,,,,,,,1651.24,1371.67,,,,0.22,1,0.18,0.8,0.09,1,,,,
B65B,0.47,"2,457",,,,,,,,,643.51,392.78,,,,0.26,1.46,0.19,1.22,0.18,1.33,,,,
B65Z,,,0.67,"3,490",0.71,"3,464",0.79,"3,981",0.80,"4,281",,,1366.2,1746.91,1746.77,,,,,,,0.06,1.06,0.09,1.23
B66A,2.63,"13,685",3.10,"16,022",3.27,"15,999",3.28,"16,499",3.40,"18,121",8261.13,7786.72,9211.15,8961.14,10165.18,0.06,1,0.06,0.9,0.07,0.95,0.08,1,0.07,1.15
B66B,1.07,"5,548",1.19,"6,175",1.25,"6,116",1.25,"6,294",1.29,"6,857",3437.4,3516.38,3753.05,4056.5,4782.44,0.08,1.63,0.11,1.19,0.14,1.07,0.13,1.24,0.11,1.34
B66C,,,,,,,,,,,,,,,,0.12,1.39,,,,,,,,
B67A,2.63,"13,669",3.27,"16,886",3.66,"17,862",3.41,"17,136",3.59,"19,173",5075.19,5509.14,9315.76,8830.84,8289.48,0.06,1.34,0.06,1.3,0.07,1.39,0.05,1.38,0.06,1.36
B67B,0.88,"4,595",1.16,"5,975",1.28,"6,231",1.97,"9,923",2.05,"10,958",985.76,937.34,1303.9,1421.6,1695.75,0.08,0.95,0.09,1.4,0.1,1.4,0.08,1.36,0.08,1.36
B67C,0.30,"1,577",0.33,"1,729",0.37,"1,788",0.35,"1,748",0.34,"1,806",652.08,622.62,676.6,755.9,903.79,0.12,1.92,0.06,1.92,0.1,2,0.13,1.93,0.11,2
B68A,1.31,"6,818",1.46,"7,570",1.47,"7,183",1.46,"7,351",1.42,"7,582",2538.28,2573.93,3089.13,3108.28,3143.33,0.06,1,0.07,1.34,0.09,1.45,0.09,1.59,0.08,1.6
B68B,0.41,"2,141",0.41,"2,102",0.44,"2,129",0.63,"3,179",0.58,"3,119",717.96,698.04,592.49,607.41,697.4,0.05,1.68,0.02,2,0.04,1.7,0.07,1.89,0.07,1.99
B69A,1.35,"7,005",1.67,"8,613",1.56,"7,621",1.52,"7,625",1.55,"8,271",6088.78,5830.35,7010.89,7587.79,6041.57,0.14,1,0.16,1,0.17,1,0.15,1,0.13,1
B69B,0.64,"3,339",0.68,"3,541",0.55,"2,680",0.53,"2,684",0.55,"2,944",2570.46,2383.79,2760.14,2862.06,2983.13,0.2,1,0.18,1,0.23,1,0.21,1,0.21,1
B70A,4.51,"23,426",4.50,"23,264",4.37,"21,351",4.39,"22,086",4.56,"24,340",18335.93,16773.44,17499.57,17138.94,16142.14,0.09,1,0.08,1,0.08,1,0.08,1,0.08,1
B70B,2.25,"11,674",2.21,"11,407",2.23,"10,890",2.24,"11,238",2.29,"12,220",6558.87,6802.52,6670.08,6637.86,8203.8,0.11,1,0.09,1,0.11,1,0.11,1,0.11,1
B70C,1.27,"6,602",1.26,"6,533",1.26,"6,159",1.23,"6,161",1.26,"6,711",2228.06,2308.59,2210.2,2207.49,2681.05,0.15,1.87,0.13,1.53,0.15,1.96,0.14,2,0.15,1.91
B70D,0.77,"4,025",0.87,"4,475",0.78,"3,792",0.81,"4,058",0.80,"4,269",1738.62,1790.99,1791.24,2158.46,2249.16,0.23,1,0.14,1,0.17,1,0.17,1,0.16,1
B71A,1.09,"5,673",1.10,"5,691",1.17,"5,717",1.16,"5,840",1.20,"6,380",2623.88,2794.38,2815.89,2848.62,2833.21,0.09,1.63,0.09,1.38,0.11,1.5,0.09,1.49,0.09,1.62
B71B,0.33,"1,738",0.32,"1,678",0.36,"1,749",0.36,"1,830",0.36,"1,901",778.75,724.1,709.29,716.26,813.1,0.11,2,0.08,2,0.12,2,0.11,2,0.12,2
B71C,,,,,,,,,,,,,,,,0.06,1.69,,,,,,,,
B72A,4.30,"22,354",3.95,"20,423",3.95,"19,317",4.25,"21,353",4.05,"21,612",7979.61,8875.78,8959.06,9414.21,10212.36,0.08,1.19,0.1,1.06,0.1,1.18,0.08,1.24,0.09,1.31
B72B,1.19,"6,167",0.92,"4,749",0.92,"4,477",0.96,"4,802",1.03,"5,499",3224.61,3048.99,3173.4,2243.77,2411.29,0.09,1.45,0.1,1.71,0.11,1.86,0.11,1.76,0.08,1.98
B73A,,,1.74,"8,976",1.51,"7,373",1.73,"8,691",1.83,"9,787",,,7724.13,6495.89,7314.73,,,,,,,0.09,0.88,0.11,1
B73B,,,0.92,"4,765",0.84,"4,124",0.81,"4,090",0.89,"4,762",,,3528.2,3246.81,3862.94,,,,,,,0.11,1.24,0.1,1.28
B73Z,1.02,"5,309",,,,,,,,,3517.91,3213.8,,,,0.12,1.2,0.1,1.26,0.12,1.25,,,,
B74A,1.61,"8,360",1.61,"8,326",1.49,"7,289",1.70,"8,522",1.85,"9,870",4961.56,5272.87,4495.26,5462.62,6666.35,0.11,1,0.09,1,0.1,1,0.11,1,0.11,1
B74B,0.54,"2,813",0.54,"2,790",0.43,"2,123",0.41,"2,081",0.45,"2,404",1452.98,1522.29,1647.78,1709.09,2337.03,0.14,1.34,0.12,1,0.13,1,0.13,1.28,0.16,1.73
B75Z,0.45,"2,331",0.49,"2,535",0.36,"1,749",0.34,"1,719",0.41,"2,195",1339.75,1757.73,997.73,1265.97,1376.54,0.14,1.07,0.11,1,0.11,0.89,0.09,1,0.11,1
B76A,1.58,"8,237",1.65,"8,557",1.58,"7,699",1.62,"8,168",1.71,"9,130",5708.96,4740.17,4974.96,5651.62,6403.34,0.09,1.42,0.08,1.26,0.09,1.32,0.1,1.32,0.08,1.33
B76B,0.53,"2,735",0.55,"2,821",0.44,"2,148",0.45,"2,243",0.47,"2,495",2359.93,2202.46,2331.52,2253.27,2721.09,0.11,1.71,0.12,1.68,0.13,1.76,0.14,1.75,0.12,1.82
B76C,,,,,,,,,,,,,,,,0.25,1.72,,,,,,,,
B77A,0.79,"4,121",0.89,"4,628",0.69,"3,395",0.71,"3,560",0.73,"3,910",3466.56,3417.6,4046.27,4242.91,4360.93,,,0.13,1.27,0.12,1.36,0.12,1.35,0.13,1.35
B77B,0.33,"1,707",0.34,"1,769",0.23,"1,138",0.23,"1,133",0.25,"1,316",1874.82,1892.46,2206.37,2162.76,2432.01,,,0.16,1.67,0.18,2,0.19,1.75,0.18,1.86
B77Z,,,,,,,,,,,,,,,,0.15,1.45,,,,,,,,
B78A,3.04,"15,810",3.37,"17,413",3.29,"16,051",3.26,"16,414",3.21,"17,151",15092.14,14905.21,17873.27,14910.68,15832.16,0.09,1,0.08,1,0.09,1,0.09,1,0.09,1.36
B78B,1.19,"6,211",1.16,"5,984",1.10,"5,353",1.13,"5,665",1.05,"5,620",4143.79,4557.22,4941.11,4452.72,4786.56,0.13,1.15,0.1,1.31,0.11,1.2,0.11,1.1,0.12,1.13
B78C,0.70,"3,643",0.71,"3,660",0.62,"3,032",0.67,"3,345",0.64,"3,389",2343.6,1252.46,2562.92,3051.13,2634.27,0.13,1,0.17,1,0.19,1,0.16,1,0.15,1
B79A,1.50,"7,774",1.94,"10,050",1.72,"8,400",1.85,"9,294",1.76,"9,414",5789.37,4358.34,4855.54,11251.64,11688.54,0.13,1,0.09,1.13,0.09,1.05,0.17,1,0.1,1.27
B79B,0.58,"3,018",0.71,"3,693",0.55,"2,702",0.54,"2,705",0.55,"2,960",2981.99,2305.36,2353.43,2042.52,3165.14,0.13,1.29,0.1,1.53,0.09,1.55,0.1,1.47,0.1,1.48
B80A,0.91,"4,709",0.94,"4,836",0.85,"4,140",0.82,"4,126",0.90,"4,788",7217.41,5204.49,4213.35,6026.46,7320.8,0.14,1,0.13,0.86,0.16,0.88,0.15,1,0.15,0.92
B80B,0.31,"1,613",0.33,"1,692",0.19,940,0.19,942,0.20,"1,078",1774.96,1551.95,1875.38,1686.46,2298,0.22,0.8,0.14,0.8,0.2,0.9,0.19,0.87,0.17,0.83
B81A,2.18,"11,349",2.21,"11,418",2.07,"10,128",2.00,"10,050",1.99,"10,631",7421.77,7418.09,7529.26,7432.42,7231.13,0.08,1.55,0.09,1.28,0.1,1.29,0.09,1.22,0.1,1.28
B81B,0.75,"3,914",0.72,"3,734",0.69,"3,353",0.66,"3,295",0.69,"3,693",1230.03,1258.71,1429.66,1707.19,2173.58,0.14,1.13,0.13,1.28,0.16,1.39,0.15,1.51,0.15,1.55
B82A,8.99,"46,751",5.18,"26,800",5.15,"25,152",5.00,"25,147",6.06,"32,322",30089.8,24594.79,12531.15,11925.96,15903.07,0.12,1,0.1,1,0.08,1,0.06,1,0.08,1
B82B,2.70,"14,057",1.84,"9,511",1.81,"8,861",1.81,"9,121",2.25,"11,989",9950.17,7852.91,4817.4,6115.57,6426.34,0.11,1,0.1,1.86,0.09,1.54,0.06,1,0.07,1
B82C,1.20,"6,261",0.91,"4,699",1.16,"5,653",1.00,"5,020",1.05,"5,596",1796.26,1995.75,2008.6,1460.09,1824.91,0.15,1.21,0.1,0.94,0.1,0.93,0.1,1,0.09,1
B83A,,,6.35,"32,860",6.04,"29,507",6.44,"32,396",5.54,"29,549",,,17402.08,16525.7,11252.47,,,,,,,0.06,1,0.09,1
B83B,,,2.50,"12,909",2.50,"12,226",2.22,"11,162",2.39,"12,773",,,4454.45,4950.36,3618.3,,,,,,,0.11,1,0.11,1
B83C,,,1.23,"6,364",1.25,"6,093",1.08,"5,411",1.35,"7,223",,,2170.31,2317.19,2242.98,,,,,,,0.08,1,0.11,1
C01A,2.70,"14,035",2.60,"13,458",,,,,,,3311.3,3090.35,,3624.82,,,,0.1,1,0.08,1,0.12,1,0.2,1
C01B,1.33,"6,913",1.35,"6,958",,,,,,,3069.16,2816.13,3220.64,3335.56,,,,0.1,1.71,0.1,1,0.12,1,0.2,1.47
C01Z,,,,,1.75,"8,566",1.95,"9,810",1.94,"10,348",,,,,2888.61,0.52,1.3,,,,,,,,
C02A,,,2.77,"14,316",4.08,"19,955",3.76,"18,912",3.88,"20,713",,,5534.66,6792.47,7326.59,,,,,,,0.17,1.43,0.12,1.48
C02B,,,1.37,"7,060",1.52,"7,423",1.52,"7,643",1.61,"8,615",,,3416.57,3479.83,4210.68,,,,,,,0.23,1,0.13,1.05
C02Z,1.97,"10,221",,,,,,,,,3882.13,3781.23,,,,0.21,1.28,0.19,1.29,0.2,1.35,,,,
C03A,0.91,"4,708",0.96,"4,942",1.09,"5,318",1.11,"5,569",1.14,"6,081",2963.83,2880.57,2841.96,2881.69,2984.98,,,0.64,1.23,0.77,1.35,0.89,1.33,0.74,1.39
C03B,0.29,"1,519",0.28,"1,424",0.35,"1,702",0.33,"1,667",0.36,"1,933",1746.48,1178.25,1184.42,1179.08,1337.82,,,0.68,2,0.69,2,0.97,2,0.81,2
C03Z,,,,,,,,,,,,,,,,0.65,1.23,,,,,,,,
C04A,2.61,"13,579",2.36,"12,197",3.28,"16,006",3.16,"15,881",3.06,"16,300",5593.06,5493.81,5788.26,5709.72,5993.62,,,0.26,1,0.45,1,0.19,1,0.43,1
C04B,1.28,"6,649",1.25,"6,470",1.57,"7,673",1.50,"7,523",1.47,"7,858",5036.4,4956.17,5620.18,5763.71,5531.37,,,0.3,1,0.45,1,0.34,1,0.63,1
C04Z,,,,,,,,,,,,,,,,0.33,1,,,,,,,,
C05Z,0.95,"4,940",0.96,"4,981",1.08,"5,297",1.12,"5,614",1.21,"6,474",2632.63,2657.99,2755.24,2690.61,2800.97,0.4,0.9,0.4,0.9,0.43,1,0.38,1,0.38,1
C10Z,0.81,"4,211",0.88,"4,566",0.95,"4,623",1.04,"5,206",1.07,"5,710",1673.01,1821.2,1781.16,1831.66,1857.91,0.37,0.94,0.25,1,0.22,1.12,0.35,1.09,0.22,1.26
C11Z,0.68,"3,543",0.72,"3,736",0.78,"3,825",0.81,"4,077",0.83,"4,430",1908.5,1945.6,2000.39,2020.15,2057.81,0.29,1.05,0.29,1,0.3,1.07,0.35,1.08,0.3,1.17
C12A,,,1.66,"8,586",1.83,"8,920",1.89,"9,513",1.85,"9,873",,,1594.07,2104.33,1711.76,,,,,,,0.25,1,0.17,1
C12B,,,0.65,"3,373",0.68,"3,306",0.69,"3,468",0.70,"3,746",,,1565.34,1674.95,1694.27,,,,,,,0.35,1.43,0.25,1.36
C12Z,0.74,"3,856",,,,,,,,,1505.09,1547.18,,,,0.19,1.2,0.26,1.08,0.29,1.15,,,,
C13Z,0.45,"2,358",0.49,"2,551",0.60,"2,907",0.58,"2,922",0.65,"3,494",1010.01,1034.9,1039.78,1043.04,1171.97,0.17,0.8,0.24,0.8,0.31,0.92,0.23,0.92,0.37,1
C14A,1.46,"7,605",1.58,"8,193",1.68,"8,218",1.99,"10,016",1.81,"9,631",1457.62,1519.24,1530.84,1712.29,1640.8,,,0.07,0.8,0.07,0.84,0.09,1,0.02,1
C14B,0.43,"2,257",0.47,"2,442",0.58,"2,835",0.59,"2,980",0.61,"3,279",1247.44,1229.22,1269,1183.99,1318.63,,,0.3,1.11,0.38,1.19,0.32,1.13,0.28,1.21
C14Z,,,,,,,,,,,,,,,,0.23,1,,,,,,,,
C15A,,,,,2.12,"10,339",2.56,"12,887",2.35,"12,527",,,,,3124.37,,,,,,,,,,
C15B,,,,,0.83,"4,038",0.85,"4,273",0.91,"4,838",,,,,3609.64,,,,,,,,,,
C15Z,0.84,"4,354",0.85,"4,412",,,,,,,2384.43,2814.76,3204.54,3568.68,,0.45,1.35,0.4,1.42,0.37,1.5,0.53,1.51,0.38,1.58
C16Z,0.52,"2,727",0.54,"2,790",0.59,"2,865",0.60,"3,030",0.60,"3,176",2541.42,2507.81,2589.05,2592.52,2540.62,0.74,1.51,0.68,1.55,0.86,1.77,0.83,1.82,0.76,1.97
C60A,2.11,"10,954",2.29,"11,825",2.43,"11,866",2.42,"12,147",2.41,"12,842",11582.96,6660.86,7821.63,12079.77,10850.25,0.05,1,0.05,1,0.04,1,0.03,1,0.04,1
C60B,1.06,"5,527",0.96,"4,961",0.92,"4,481",0.98,"4,948",0.88,"4,716",5388.58,4610.48,4450.28,4110.06,6084.41,0.03,1,0.03,1.25,0.04,1.22,0.05,1.49,0.04,1.38
C61A,1.16,"6,044",1.21,"6,282",1.02,"4,977",1.06,"5,352",1.03,"5,493",2928.54,3080.56,3063.71,3931.6,4798.29,0.14,1,0.15,1.39,0.16,1.35,0.15,1.3,0.13,1.34
C61B,0.55,"2,879",0.54,"2,807",0.52,"2,518",0.53,"2,677",0.51,"2,706",1200.75,1269.42,1709.56,2191.51,2717.38,0.19,1.52,0.14,1.73,0.14,1.8,0.16,2,0.16,1.91
C62A,0.84,"4,374",1.09,"5,633",0.97,"4,728",0.94,"4,728",1.05,"5,597",4468.77,3873.9,5451.82,6524.39,8083.31,0.16,1,0.09,2,0.1,1.8,0.11,1.44,0.1,1.43
C62B,0.34,"1,781",0.37,"1,910",0.26,"1,288",0.23,"1,179",0.25,"1,321",1936.14,1772.56,3344.76,2113.8,3628.12,0.17,1.95,0.15,1.67,0.17,1.97,0.19,1.85,0.17,1.89
C63A,1.17,"6,101",1.03,"5,342",1.04,"5,080",1.06,"5,332",1.08,"5,776",4267.79,4870.15,7779.04,4705.83,3863.38,0.09,1.21,0.07,1,0.07,1.07,0.07,1.3,0.07,1.23
C63B,0.49,"2,550",0.39,"2,011",0.39,"1,903",0.35,"1,747",0.36,"1,932",1383.07,1234.15,1404.66,1533.26,2022.41,0.16,1.58,0.13,1.75,0.14,1.85,0.13,1.8,0.1,1.89
C63C,0.25,"1,295",,,,,,,,,769.34,626.71,,,,,,0.37,2,0.2,2,,,,
D01Z,6.56,"34,086",6.59,"34,091",7.44,"36,359",7.47,"37,559",7.33,"39,110",30446.13,29777.97,30791.43,30555.87,32334.25,0.87,1.22,0.78,1.28,0.77,1.28,0.81,1.22,0.64,1.12
D02A,6.94,"36,082",6.38,"32,994",8.83,"43,142",9.33,"46,890",9.50,"50,705",14795.32,15921.76,14136.84,14800.33,17992.93,0.26,1,0.17,1,0.18,1,0.15,1,0.13,1
D02B,3.41,"17,726",1.83,"9,471",4.53,"22,135",4.71,"23,668",4.68,"24,964",8077.07,8411.48,4638.54,4747.71,10564.6,0.23,1,0.18,1,0.16,1,0.15,1,0.12,1
D02C,1.93,"10,025",,,2.13,"10,418",2.25,"11,306",2.25,"12,016",4116.29,4172.1,,,5204.45,0.1,1,0.13,0.9,0.16,1,,,,
D03A,,,2.40,"12,424",2.98,"14,569",3.13,"15,712",3.29,"17,527",,,4891.79,5465.03,,,,,,,,0.13,1,0.08,1.2
D03B,,,1.64,"8,486",2.13,"10,384",1.98,"9,947",2.26,"12,039",,,4327.72,4204.78,4594.58,,,,,,,0.14,1,0.1,1.13
D03Z,2.00,"10,374",,,,,,,,,4347.24,3999.96,,,,0.07,1.24,0.11,1.15,0.11,1.13,,,,
